GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS624757535	2021-08-06 10:38:58.589964	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-05-28	08:30:00	obsr164311	S46095334	Traveling	P22	EBIRD	84	1.030		14	1	G3276703	0	1	1			Heard giving mechanical ticking calls. Along west side of Gray Rd in wet meadows. In the company of several singing Sedge Wrens. 	
URN:CornellLabOfOrnithology:EBIRD:OBS625136995	2021-08-06 10:57:01.624053	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-05-28	08:30:00	obsr225436	S46120733	Traveling	P22	EBIRD	84	1.030		14	1	G3242266	0	1	1			Heard giving mechanical ticking calls. Along west side of Gray Rd in wet meadows. In the company of several singing Sedge Wrens.	
URN:CornellLabOfOrnithology:EBIRD:OBS625387148	2021-08-06 10:57:01.624053	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-05-27	16:52:00	obsr407561	S46138739	Traveling	P22	EBIRD	82	1.841		2	1	G3244039	1	1	1			**previously reported bird. Heard numerous ticking bouts coming from sedge mats close to road—not seen. Recording obtained, will be uploaded shortly.	
URN:CornellLabOfOrnithology:EBIRD:OBS623991733	2021-08-06 10:37:11.410181	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuskong WMA	L7471795	P	46.1934974	-84.3163347	2018-05-24	14:50:00	obsr253272	S46046660	Traveling	P22	EBIRD	159	4.828		2	1		1	1	1		With Alan Ryff	This is a VS FMO sighting - which stands for Very Special Found My Own!  Unexpectedly heard the click-click, click-click-click of two pebbles knocking mid-afternoon.  Thank you to Alan, who upon hearing it himself, insisted we had to get closer. With infinite patience, we got so close to this invisible skulker, I feared that taking a step might crush him.  Had no idea until he popped out a few feet away that yellow rails either create tunnels beneath the sedge mat or use tunnels created by other small mammals.  This fellow popped out like a mouse or a winter wren for a few seconds, took one look at us and disappeared.  Appreciating the great honor bestowed upon us,  actual visibility in broad daylight, we retreated.	
URN:CornellLabOfOrnithology:EBIRD:OBS625137962	2021-08-06 09:57:56.667981	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-05-28	08:30:00	obsr726801	S46120832	Traveling	P22	EBIRD	84	1.030		14	1	G3242266	0	1	1			Heard giving mechanical ticking calls. Along west side of Gray Rd in wet meadows. In the company of several singing Sedge Wrens.	
URN:CornellLabOfOrnithology:EBIRD:OBS624794910	2021-08-06 10:32:40.373379	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-05-28	10:04:00	obsr178144	S46097845	Traveling	P22	EBIRD	96	2.095		2	1	G3240168	0	1	1			Possibly 2 - clear typewriter calls	
URN:CornellLabOfOrnithology:EBIRD:OBS628944690	2021-08-06 10:42:43.605357	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-08	06:08:00	obsr451079	S46392852	Traveling	P22	EBIRD	269	2.397		2	1	G3267706	0	1	1			Heard calling at 6:15.  Thanks to Elliot Nelson for alerting us to the call.	
URN:CornellLabOfOrnithology:EBIRD:OBS628179880	2021-08-06 10:42:43.605357	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-05	19:24:00	obsr513684	S46336818	Traveling	P22	EBIRD	49	2.092		2	1	G3262343	1	1	1			Continuing.	
URN:CornellLabOfOrnithology:EBIRD:OBS627340925	2021-08-06 10:42:43.605357	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-02	21:34:00	obsr264117	S46275912	Traveling	P22	EBIRD	73	2.446		2	1	G3255564	1	1	1			Heard at 10:10pm for about 45 seconds. No playback or stones used. Calling from around 46.191866, -84.311845	
URN:CornellLabOfOrnithology:EBIRD:OBS628139143	2021-08-05 13:55:42.860819	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-05	19:24:00	obsr513687	S46333720	Traveling	P22	EBIRD	49	2.092		2	1	G3262343	1	1	1			Continuing.	
URN:CornellLabOfOrnithology:EBIRD:OBS627596292	2021-08-06 10:32:40.373379	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-04	09:07:00	obsr327931	S46294264	Traveling	P22	EBIRD	56	3.219		1	1		1	1	1			Continuing. Heard for about a minute giving tapping calls. Heard Around 9:26. Surprised it was calling at this time of day. Went to leave and it started up on and off again for about 15 calling for .5-2 minutes at a time with 2-5 minute breaks in between. Recordings taken.  Playback not used.	
URN:CornellLabOfOrnithology:EBIRD:OBS627913719	2021-08-06 10:42:43.605357	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-05	06:25:00	obsr232297	S46317333	Traveling	P22	EBIRD	87	1.109		2	1	G3261157	1	1	1			Continuing.	
URN:CornellLabOfOrnithology:EBIRD:OBS627097683	2021-08-05 13:55:42.860819	5491	species	Yellow Rail	Coturnicops noveboracensis			1	S 	C2	S 		United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-03	06:20:00	obsr131455	S46259107	Traveling	P22	EBIRD	96	0.805		1	1		0	1	1			Continuing bird. Singing ( typewriter-like sound ) intermittently for short time periods. Heard to the west of Gray Rd, 0.4 mi north of Mile 22 Rd	
URN:CornellLabOfOrnithology:EBIRD:OBS626292980	2021-08-06 10:32:40.373379	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-01	05:21:00	obsr513687	S46204477	Traveling	P22	EBIRD	153	2.253		1	1		1	1	1			Continuing. Recorded. As reported previously amongst many singing SEWR.	
URN:CornellLabOfOrnithology:EBIRD:OBS628318232	2021-08-06 10:42:43.605357	5491	species	Yellow Rail	Coturnicops noveboracensis			1	S 	C2	S 		United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-02	07:17:00	obsr565832	S46347422	Traveling	P22	EBIRD	64	0.500		3	1		0	1	1			Heard calling in Munuscong Wildlife Management Area (off Grey Rd) in wet field near potholes. Dave Euler was present. The night before Elliot Nelson had a bird walk as part of the Aldo Leopold Festival and mention that a yellow rail was in the area altho we did not hear it that night (June01).	
URN:CornellLabOfOrnithology:EBIRD:OBS627418946	2021-08-06 10:42:43.605357	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-01	20:35:00	obsr327931	S46281190	Traveling	P22	EBIRD	85	1.046		29	1	G3255521	0	1	1			Continuing bird. Heard around 8:45pm. tick, tick, tick rock like tapping call heard for about 15-20 seconds. Heard by only 1-2 others in the group. Distinct very dry brief taps. Did not call again rest of night (we left around 10pm.	
URN:CornellLabOfOrnithology:EBIRD:OBS628033739	2021-08-06 10:42:43.605357	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-05	06:25:00	obsr199694	S46326173	Traveling	P22	EBIRD	87	1.109		2	1	G3261157	1	1	1			Continuing.	
URN:CornellLabOfOrnithology:EBIRD:OBS629013390	2021-08-06 10:42:43.605357	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-08	06:08:00	obsr633876	S46397589	Traveling	P22	EBIRD	269	2.397		2	1	G3267706	0	1	1			Heard calling at 6:15.  Thanks to Elliot Nelson for alerting us to the call.	
URN:CornellLabOfOrnithology:EBIRD:OBS630320587	2021-08-06 10:32:40.373379	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-12	06:07:00	obsr777195	S46493091	Traveling	P22	EBIRD	65	2.108		1	1		0	1	1			Calling briefly .3 mile down Gray Rd at 6:24	
URN:CornellLabOfOrnithology:EBIRD:OBS628453942	2021-11-04 22:56:57.955963	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-06	05:42:00	obsr304727	S46356821	Traveling	P22	EBIRD	132	2.300		1	1		1	1	1		542am 2C; 755 8C, clear - travelled N-S and E-W roads one way	Recorded... 602am and 605... heard again 611 615 ... no calls after 630	
URN:CornellLabOfOrnithology:EBIRD:OBS629494017	2021-08-05 13:55:42.860819	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-09		obsr111233	S46412889	Historical	P62	EBIRD				2	1		0	1	1			Continuing	
URN:CornellLabOfOrnithology:EBIRD:OBS627018072	2021-08-06 10:44:00.192436	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-02	21:34:00	obsr307354	S46253565	Traveling	P22	EBIRD	73	2.446		2	1	G3255564	1	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS627315854	2021-08-06 10:42:43.605357	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Munuscong WMA (Munuscong Potholes)	L1640836	H	46.1874469	-84.3106817	2018-06-03	05:30:00	obsr238204	S46274266	Traveling	P22	EBIRD	150	3.219		1	1		0	1	1			heard click click-click click click for about 20 seconds then it never called again while I was there.Other birders had heard it before and after,but not for very long.	
URN:CornellLabOfOrnithology:EBIRD:OBS790354083	2021-08-06 10:32:40.373379	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Chippewa	US-MI-033	US-MI_3772	12			Dryburg & Teets Rd. grasslands	L3724055	H	46.1868054	-84.6768022	2019-06-01	02:00:00	obsr18064	S58601416	Traveling	P22	EBIRD	53	0.805		1	1		0	1	1			Calling from south side of Teets Rd, west of Dryburg	
URN:CornellLabOfOrnithology:EBIRD:OBS683803146	2021-08-05 13:55:42.860819	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Delta	US-MI-041	US-MI_3780				Portage Marsh (Portage Point)	L745710	H	45.7077976	-87.0690536	2007-05-26	10:15:00	obsr121486	S30515357	Traveling	P22	EBIRD	120	1.500		2	0		0	1	1			heard giving tick-tick tick-tick-tick (typical 2-note then 3-note ticking) call repeatedly in sedge area near where the WIPH were (north side of point, east of the cattail marsh). Distance &lt;15 m at times but we were unable to see the bird despite efforts to locate it. Calling sporadically for ~10 minutes then stopped and we didn't hear it again. See WIPH photo for habitat.	
URN:CornellLabOfOrnithology:EBIRD:OBS134862138	2018-03-29 09:46:16	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Delta	US-MI-041		12			Swamp Lair	L6842817	P	45.7154278	-87.0792353	2011-05-07		obsr214996	S9479653	Incidental	P20	EBIRD					0		0	1	1			On territory until early June	
URN:CornellLabOfOrnithology:EBIRD:OBS394696993	2016-05-09 16:33:37	5491	species	Yellow Rail	Coturnicops noveboracensis			2					United States	US	Michigan	US-MI	Delta	US-MI-041		12			Granskog Creek Wetland	L4529945	P	45.7344633	-86.8456149	2016-04-24	00:15:00	obsr98628	S29178287	Stationary	P21	EBIRD	20			1	1		1	1	1			Distinctive rhythmic yet irregular tic-tic-tic noises coming from the same spot in a large sedge marsh. Songs would last 20-30 seconds, stop for about the same amount of time, and start back up again. Second bird sounded about 100m from the first bird. Recording was taken if needed to confirm ID. I have experience with this species and possible sources of confusion (SPPE) from WI	
URN:CornellLabOfOrnithology:EBIRD:OBS396463216	2018-04-28 20:10:46	5491	species	Yellow Rail	Coturnicops noveboracensis			1					United States	US	Michigan	US-MI	Delta	US-MI-041		12			Granskog Creek Marsh	L4568023	H	45.7324411	-86.8479577	2016-04-29	21:10:00	obsr309839	S29292818	Stationary	P21	EBIRD	30			1	0		0	1	1			Called repeatedly from grassy marsh/tag alder complex. Marble clacking sound given. tic-tic-tac-tic-tic-tic-tic-tac-tic-tic. Unmistakable. Heard just south of creek crossing and around dilapidated buildings	
